implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output,a_size,b_size,c_size,total_ops,m_dominant,n_dominant,q_dominant,shape_type
Implementation 2 (MM-1D),1200,1200,600,1,1.024790,1.000000,1.093397,1.024790,0,ok,mpirun -np 1 ./bin/mm_1d 1200 1200 600,Local Matrix Multiplication Compute Time: 1.00059 seconds Total Runtime: 1.02479 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 3 (MM-2D),1200,1200,600,1,1.011369,1.000000,1.107906,1.011369,0,ok,mpirun -np 1 ./bin/mm_2d 1200 1200 600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1200), B(1200x600), C(1200x600) Parallel Time: 1.011369 seconds",1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 1 (Serial),1200,1200,600,4,1.120502,1.000000,1.000000,1.120502,0,ok,./bin/mm_serial 1200 1200 600,Time: 1.120502 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 2 (MM-1D),1200,1200,600,4,0.286458,3.577453,3.911575,1.145832,0,ok,mpirun -np 4 ./bin/mm_1d 1200 1200 600,Local Matrix Multiplication Compute Time: 0.258043 seconds Total Runtime: 0.286458 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 3 (MM-2D),1200,1200,600,4,0.279612,3.617044,4.007346,1.118448,0,ok,mpirun -np 4 ./bin/mm_2d 1200 1200 600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1200), B(1200x600), C(1200x600) Parallel Time: 0.279612 seconds",1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 1 (Serial),1200,1200,600,9,1.120502,1.000000,1.000000,1.120502,0,ok,./bin/mm_serial 1200 1200 600,Time: 1.120502 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 2 (MM-1D),1200,1200,600,9,0.257107,3.985850,4.358115,2.313963,0,ok,mpirun -np 9 ./bin/mm_1d 1200 1200 600,Local Matrix Multiplication Compute Time: 0.218317 seconds Total Runtime: 0.257107 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 3 (MM-2D),1200,1200,600,9,0.150373,6.725735,7.451484,1.353357,0,ok,mpirun -np 9 ./bin/mm_2d 1200 1200 600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1200), B(1200x600), C(1200x600) Parallel Time: 0.150373 seconds",1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 1 (Serial),1200,1200,600,16,1.120502,1.000000,1.000000,1.120502,0,ok,./bin/mm_serial 1200 1200 600,Time: 1.120502 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 2 (MM-1D),1200,1200,600,16,0.199003,5.149621,5.630578,3.184048,0,ok,mpirun -np 16 ./bin/mm_1d 1200 1200 600,Local Matrix Multiplication Compute Time: 0.13854 seconds Total Runtime: 0.199003 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 3 (MM-2D),1200,1200,600,16,0.130658,7.740582,8.575839,2.090528,0,ok,mpirun -np 16 ./bin/mm_2d 1200 1200 600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1200), B(1200x600), C(1200x600) Parallel Time: 0.130658 seconds",1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 1 (Serial),1200,1200,600,25,1.120502,1.000000,1.000000,1.120502,0,ok,./bin/mm_serial 1200 1200 600,Time: 1.120502 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 2 (MM-1D),1200,1200,600,25,0.244159,4.197224,4.589231,6.103975,0,ok,mpirun -np 25 ./bin/mm_1d 1200 1200 600,Local Matrix Multiplication Compute Time: 0.155233 seconds Total Runtime: 0.244159 seconds,1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 3 (MM-2D),1200,1200,600,25,0.112105,9.021623,9.995112,2.802625,0,ok,mpirun -np 25 ./bin/mm_2d 1200 1200 600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1200), B(1200x600), C(1200x600) Parallel Time: 0.112105 seconds",1440000,720000,720000,1728000000,1,0,0,mixed
Implementation 1 (Serial),1200,1800,1200,1,3.947691,1.000000,1.000000,3.947691,0,ok,./bin/mm_serial 1200 1800 1200,Time: 3.947691 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,1800,1200,1,3.075770,1.000000,1.283481,3.075770,0,ok,mpirun -np 1 ./bin/mm_1d 1200 1800 1200,Local Matrix Multiplication Compute Time: 3.02932 seconds Total Runtime: 3.07577 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,1800,1200,1,3.285720,1.000000,1.201469,3.285720,0,ok,mpirun -np 1 ./bin/mm_2d 1200 1800 1200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x1200), C(1200x1200) Parallel Time: 3.285720 seconds",2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,1800,1200,4,3.947691,1.000000,1.000000,3.947691,0,ok,./bin/mm_serial 1200 1800 1200,Time: 3.947691 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,1800,1200,4,1.603260,1.918447,2.462290,6.413040,0,ok,mpirun -np 4 ./bin/mm_1d 1200 1800 1200,Local Matrix Multiplication Compute Time: 1.54334 seconds Total Runtime: 1.60326 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,1800,1200,4,0.811195,4.050469,4.866513,3.244780,0,ok,mpirun -np 4 ./bin/mm_2d 1200 1800 1200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x1200), C(1200x1200) Parallel Time: 0.811195 seconds",2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,1800,1200,9,3.947691,1.000000,1.000000,3.947691,0,ok,./bin/mm_serial 1200 1800 1200,Time: 3.947691 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,1800,1200,9,0.855341,3.595958,4.615342,7.698069,0,ok,mpirun -np 9 ./bin/mm_1d 1200 1800 1200,Local Matrix Multiplication Compute Time: 0.770553 seconds Total Runtime: 0.855341 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,1800,1200,9,0.437184,7.515646,9.029816,3.934656,0,ok,mpirun -np 9 ./bin/mm_2d 1200 1800 1200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1800), B(1800x1200), C(1200x1200) Parallel Time: 0.437184 seconds",2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,1800,1200,16,3.947691,1.000000,1.000000,3.947691,0,ok,./bin/mm_serial 1200 1800 1200,Time: 3.947691 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,1800,1200,16,0.570720,5.389280,6.917036,9.131520,0,ok,mpirun -np 16 ./bin/mm_1d 1200 1800 1200,Local Matrix Multiplication Compute Time: 0.440489 seconds Total Runtime: 0.57072 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,1800,1200,16,0.265456,12.377645,14.871357,4.247296,0,ok,mpirun -np 16 ./bin/mm_2d 1200 1800 1200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1800), B(1800x1200), C(1200x1200) Parallel Time: 0.265456 seconds",2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,1800,1200,25,3.947691,1.000000,1.000000,3.947691,0,ok,./bin/mm_serial 1200 1800 1200,Time: 3.947691 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,1800,1200,25,0.773584,3.976000,5.103119,19.339600,0,ok,mpirun -np 25 ./bin/mm_1d 1200 1800 1200,Local Matrix Multiplication Compute Time: 0.566265 seconds Total Runtime: 0.773584 seconds,2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,1800,1200,25,0.332208,9.890550,11.883191,8.305200,0,ok,mpirun -np 25 ./bin/mm_2d 1200 1800 1200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1800), B(1800x1200), C(1200x1200) Parallel Time: 0.332208 seconds",2160000,2160000,1440000,5184000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,1800,1800,1,8.325640,1.000000,1.000000,8.325640,0,ok,./bin/mm_serial 1200 1800 1800,Time: 8.325640 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,1800,1800,1,8.043860,1.000000,1.035030,8.043860,0,ok,mpirun -np 1 ./bin/mm_1d 1200 1800 1800,Local Matrix Multiplication Compute Time: 7.96063 seconds Total Runtime: 8.04386 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,1800,1800,1,7.810313,1.000000,1.065980,7.810313,0,ok,mpirun -np 1 ./bin/mm_2d 1200 1800 1800,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 7.810313 seconds",2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 1 (Serial),1200,1800,1800,4,8.325640,1.000000,1.000000,8.325640,0,ok,./bin/mm_serial 1200 1800 1800,Time: 8.325640 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,1800,1800,4,2.526140,3.184249,3.295795,10.104560,0,ok,mpirun -np 4 ./bin/mm_1d 1200 1800 1800,Local Matrix Multiplication Compute Time: 2.42008 seconds Total Runtime: 2.52614 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,1800,1800,4,1.405967,5.555118,5.921647,5.623868,0,ok,mpirun -np 4 ./bin/mm_2d 1200 1800 1800,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 1.405967 seconds",2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 1 (Serial),1200,1800,1800,9,8.325640,1.000000,1.000000,8.325640,0,ok,./bin/mm_serial 1200 1800 1800,Time: 8.325640 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,1800,1800,9,1.497860,5.370235,5.558357,13.480740,0,ok,mpirun -np 9 ./bin/mm_1d 1200 1800 1800,Local Matrix Multiplication Compute Time: 1.32544 seconds Total Runtime: 1.49786 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,1800,1800,9,0.831760,9.390104,10.009666,7.485840,0,ok,mpirun -np 9 ./bin/mm_2d 1200 1800 1800,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 0.831760 seconds",2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 1 (Serial),1200,1800,1800,16,8.325640,1.000000,1.000000,8.325640,0,ok,./bin/mm_serial 1200 1800 1800,Time: 8.325640 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,1800,1800,16,1.246480,6.453260,6.679321,19.943680,0,ok,mpirun -np 16 ./bin/mm_1d 1200 1800 1800,Local Matrix Multiplication Compute Time: 0.970753 seconds Total Runtime: 1.24648 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,1800,1800,16,0.525334,14.867328,15.848279,8.405344,0,ok,mpirun -np 16 ./bin/mm_2d 1200 1800 1800,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 0.525334 seconds",2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 1 (Serial),1200,1800,1800,25,8.325640,1.000000,1.000000,8.325640,0,ok,./bin/mm_serial 1200 1800 1800,Time: 8.325640 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,1800,1800,25,1.430050,5.624880,5.821922,35.751250,0,ok,mpirun -np 25 ./bin/mm_1d 1200 1800 1800,Local Matrix Multiplication Compute Time: 0.798008 seconds Total Runtime: 1.43005 seconds,2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,1800,1800,25,0.617724,12.643694,13.477929,15.443100,0,ok,mpirun -np 25 ./bin/mm_2d 1200 1800 1800,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1800), B(1800x1800), C(1200x1800) Parallel Time: 0.617724 seconds",2160000,3240000,2160000,7776000000,0,1,0,mixed
Implementation 1 (Serial),1200,1800,2400,1,15.984680,1.000000,1.000000,15.984680,0,ok,./bin/mm_serial 1200 1800 2400,Time: 15.984680 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,2400,1,16.009500,1.000000,0.998450,16.009500,0,ok,mpirun -np 1 ./bin/mm_1d 1200 1800 2400,Local Matrix Multiplication Compute Time: 15.9394 seconds Total Runtime: 16.0095 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,2400,1,16.095591,1.000000,0.993109,16.095591,0,ok,mpirun -np 1 ./bin/mm_2d 1200 1800 2400,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x2400), C(1200x2400) Parallel Time: 16.095591 seconds",2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,2400,4,15.984680,1.000000,1.000000,15.984680,0,ok,./bin/mm_serial 1200 1800 2400,Time: 15.984680 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,2400,4,4.279660,3.740835,3.735035,17.118640,0,ok,mpirun -np 4 ./bin/mm_1d 1200 1800 2400,Local Matrix Multiplication Compute Time: 4.18564 seconds Total Runtime: 4.27966 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,2400,4,1.622269,9.921654,9.853286,6.489076,0,ok,mpirun -np 4 ./bin/mm_2d 1200 1800 2400,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x2400), C(1200x2400) Parallel Time: 1.622269 seconds",2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,2400,9,15.984680,1.000000,1.000000,15.984680,0,ok,./bin/mm_serial 1200 1800 2400,Time: 15.984680 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,2400,9,2.225390,7.194020,7.182867,20.028510,0,ok,mpirun -np 9 ./bin/mm_1d 1200 1800 2400,Local Matrix Multiplication Compute Time: 2.08228 seconds Total Runtime: 2.22539 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,2400,9,0.988781,16.278216,16.166047,8.899029,0,ok,mpirun -np 9 ./bin/mm_2d 1200 1800 2400,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1800), B(1800x2400), C(1200x2400) Parallel Time: 0.988781 seconds",2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,2400,16,15.984680,1.000000,1.000000,15.984680,0,ok,./bin/mm_serial 1200 1800 2400,Time: 15.984680 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,2400,16,1.449270,11.046596,11.029470,23.188320,0,ok,mpirun -np 16 ./bin/mm_1d 1200 1800 2400,Local Matrix Multiplication Compute Time: 1.2154 seconds Total Runtime: 1.44927 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,2400,16,0.587720,27.386495,27.197781,9.403520,0,ok,mpirun -np 16 ./bin/mm_2d 1200 1800 2400,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1800), B(1800x2400), C(1200x2400) Parallel Time: 0.587720 seconds",2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,2400,25,15.984680,1.000000,1.000000,15.984680,0,ok,./bin/mm_serial 1200 1800 2400,Time: 15.984680 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,2400,25,1.740590,9.197743,9.183484,43.514750,0,ok,mpirun -np 25 ./bin/mm_1d 1200 1800 2400,Local Matrix Multiplication Compute Time: 1.1352 seconds Total Runtime: 1.74059 seconds,2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,2400,25,0.751705,21.412111,21.264565,18.792625,0,ok,mpirun -np 25 ./bin/mm_2d 1200 1800 2400,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1800), B(1800x2400), C(1200x2400) Parallel Time: 0.751705 seconds",2160000,4320000,2880000,10368000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3000,1,14.359424,1.000000,1.000000,14.359424,0,ok,./bin/mm_serial 1200 1800 3000,Time: 14.359424 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3000,1,13.968100,1.000000,1.028016,13.968100,0,ok,mpirun -np 1 ./bin/mm_1d 1200 1800 3000,Local Matrix Multiplication Compute Time: 13.8896 seconds Total Runtime: 13.9681 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3000,1,13.929689,1.000000,1.030850,13.929689,0,ok,mpirun -np 1 ./bin/mm_2d 1200 1800 3000,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 13.929689 seconds",2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3000,4,14.359424,1.000000,1.000000,14.359424,0,ok,./bin/mm_serial 1200 1800 3000,Time: 14.359424 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3000,4,3.737080,3.737704,3.842418,14.948320,0,ok,mpirun -np 4 ./bin/mm_1d 1200 1800 3000,Local Matrix Multiplication Compute Time: 3.62724 seconds Total Runtime: 3.73708 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3000,4,2.745112,5.074361,5.230906,10.980448,0,ok,mpirun -np 4 ./bin/mm_2d 1200 1800 3000,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 2.745112 seconds",2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3000,9,14.359424,1.000000,1.000000,14.359424,0,ok,./bin/mm_serial 1200 1800 3000,Time: 14.359424 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3000,9,1.980040,7.054453,7.252088,17.820360,0,ok,mpirun -np 9 ./bin/mm_1d 1200 1800 3000,Local Matrix Multiplication Compute Time: 1.79513 seconds Total Runtime: 1.98004 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3000,9,1.495197,9.316290,9.603700,13.456773,0,ok,mpirun -np 9 ./bin/mm_2d 1200 1800 3000,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 1.495197 seconds",2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3000,16,14.359424,1.000000,1.000000,14.359424,0,ok,./bin/mm_serial 1200 1800 3000,Time: 14.359424 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3000,16,1.335970,10.455399,10.748313,21.375520,0,ok,mpirun -np 16 ./bin/mm_1d 1200 1800 3000,Local Matrix Multiplication Compute Time: 1.05972 seconds Total Runtime: 1.33597 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3000,16,0.953093,14.615246,15.066131,15.249488,0,ok,mpirun -np 16 ./bin/mm_2d 1200 1800 3000,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 0.953093 seconds",2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3000,25,14.359424,1.000000,1.000000,14.359424,0,ok,./bin/mm_serial 1200 1800 3000,Time: 14.359424 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3000,25,1.619960,8.622497,8.864061,40.499000,0,ok,mpirun -np 25 ./bin/mm_1d 1200 1800 3000,Local Matrix Multiplication Compute Time: 1.1612 seconds Total Runtime: 1.61996 seconds,2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3000,25,0.932761,14.933824,15.394537,23.319025,0,ok,mpirun -np 25 ./bin/mm_2d 1200 1800 3000,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x1800), B(1800x3000), C(1200x3000) Parallel Time: 0.932761 seconds",2160000,5400000,3600000,12960000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3600,1,18.942430,1.000000,1.000000,18.942430,0,ok,./bin/mm_serial 1200 1800 3600,Time: 18.942430 seconds,2160000,6480000,4320000,15552000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3600,1,17.927000,1.000000,1.056642,17.927000,0,ok,mpirun -np 1 ./bin/mm_1d 1200 1800 3600,Local Matrix Multiplication Compute Time: 17.8337 seconds Total Runtime: 17.927 seconds,2160000,6480000,4320000,15552000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3600,1,17.842884,1.000000,1.061624,17.842884,0,ok,mpirun -np 1 ./bin/mm_2d 1200 1800 3600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x1800), B(1800x3600), C(1200x3600) Parallel Time: 17.842884 seconds",2160000,6480000,4320000,15552000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3600,4,18.942430,1.000000,1.000000,18.942430,0,ok,./bin/mm_serial 1200 1800 3600,Time: 18.942430 seconds,2160000,6480000,4320000,15552000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,1800,3600,4,4.802390,3.732933,3.944376,19.209560,0,ok,mpirun -np 4 ./bin/mm_1d 1200 1800 3600,Local Matrix Multiplication Compute Time: 4.5949 seconds Total Runtime: 4.80239 seconds,2160000,6480000,4320000,15552000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,1800,3600,4,3.854509,4.629094,4.914356,15.418036,0,ok,mpirun -np 4 ./bin/mm_2d 1200 1800 3600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x1800), B(1800x3600), C(1200x3600) Parallel Time: 3.854509 seconds",2160000,6480000,4320000,15552000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,1800,3600,9,18.942430,1.000000,1.000000,18.942430,0,ok,./bin/mm_serial 1200 1800 3600,Time: 18.942430 seconds,2160000,6480000,4320000,15552000000,0,0,1,q_dominant
