implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output,a_size,b_size,c_size,total_ops,m_dominant,n_dominant,q_dominant,shape_type
Implementation 3 (MM-2D),600,1800,1200,16,0.148044,11.323674,13.812218,2.368704,0,ok,mpirun -np 16 ./bin/mm_2d 600 1800 1200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x1200), C(600x1200) Parallel Time: 0.148044 seconds",1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1800,1200,25,2.044816,1.000000,1.000000,2.044816,0,ok,./bin/mm_serial 600 1800 1200,Time: 2.044816 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 2 (MM-1D),600,1800,1200,25,0.439435,3.511122,4.653284,10.985875,0,ok,mpirun -np 25 ./bin/mm_1d 600 1800 1200,Local Matrix Multiplication Compute Time: 0.204987 seconds Total Runtime: 0.439435 seconds,1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 3 (MM-2D),600,1800,1200,25,0.190014,8.822518,10.761397,4.750350,0,ok,mpirun -np 25 ./bin/mm_2d 600 1800 1200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x1200), C(600x1200) Parallel Time: 0.190014 seconds",1080000,2160000,720000,2592000000,0,1,0,n_dominant
Implementation 1 (Serial),600,1800,1800,1,3.865806,1.000000,1.000000,3.865806,0,ok,./bin/mm_serial 600 1800 1800,Time: 3.865806 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 2 (MM-1D),600,1800,1800,1,3.717020,1.000000,1.040028,3.717020,0,ok,mpirun -np 1 ./bin/mm_1d 600 1800 1800,Local Matrix Multiplication Compute Time: 3.67721 seconds Total Runtime: 3.71702 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 3 (MM-2D),600,1800,1800,1,3.745443,1.000000,1.032136,3.745443,0,ok,mpirun -np 1 ./bin/mm_2d 600 1800 1800,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x1800), C(600x1800) Parallel Time: 3.745443 seconds",1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 1 (Serial),600,1800,1800,4,3.865806,1.000000,1.000000,3.865806,0,ok,./bin/mm_serial 600 1800 1800,Time: 3.865806 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 2 (MM-1D),600,1800,1800,4,1.162650,3.197024,3.324995,4.650600,0,ok,mpirun -np 4 ./bin/mm_1d 600 1800 1800,Local Matrix Multiplication Compute Time: 1.10112 seconds Total Runtime: 1.16265 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 3 (MM-2D),600,1800,1800,4,0.600846,6.233616,6.433938,2.403384,0,ok,mpirun -np 4 ./bin/mm_2d 600 1800 1800,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x1800), C(600x1800) Parallel Time: 0.600846 seconds",1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 1 (Serial),600,1800,1800,9,3.865806,1.000000,1.000000,3.865806,0,ok,./bin/mm_serial 600 1800 1800,Time: 3.865806 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 2 (MM-1D),600,1800,1800,9,0.628219,5.916758,6.153596,5.653971,0,ok,mpirun -np 9 ./bin/mm_1d 600 1800 1800,Local Matrix Multiplication Compute Time: 0.529144 seconds Total Runtime: 0.628219 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 3 (MM-2D),600,1800,1800,9,0.346762,10.801192,11.148298,3.120858,0,ok,mpirun -np 9 ./bin/mm_2d 600 1800 1800,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x1800), C(600x1800) Parallel Time: 0.346762 seconds",1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 1 (Serial),600,1800,1800,16,3.865806,1.000000,1.000000,3.865806,0,ok,./bin/mm_serial 600 1800 1800,Time: 3.865806 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 2 (MM-1D),600,1800,1800,16,0.473624,7.848040,8.162184,7.577984,0,ok,mpirun -np 16 ./bin/mm_1d 600 1800 1800,Local Matrix Multiplication Compute Time: 0.318372 seconds Total Runtime: 0.473624 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 3 (MM-2D),600,1800,1800,16,0.223719,16.741730,17.279739,3.579504,0,ok,mpirun -np 16 ./bin/mm_2d 600 1800 1800,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x1800), C(600x1800) Parallel Time: 0.223719 seconds",1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 1 (Serial),600,1800,1800,25,3.865806,1.000000,1.000000,3.865806,0,ok,./bin/mm_serial 600 1800 1800,Time: 3.865806 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 2 (MM-1D),600,1800,1800,25,0.614410,6.049739,6.291900,15.360250,0,ok,mpirun -np 25 ./bin/mm_1d 600 1800 1800,Local Matrix Multiplication Compute Time: 0.286331 seconds Total Runtime: 0.61441 seconds,1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 3 (MM-2D),600,1800,1800,25,0.286509,13.072689,13.492791,7.162725,0,ok,mpirun -np 25 ./bin/mm_2d 600 1800 1800,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x1800), C(600x1800) Parallel Time: 0.286509 seconds",1080000,3240000,1080000,3888000000,0,1,0,mixed
Implementation 1 (Serial),600,1800,2400,1,8.057073,1.000000,1.000000,8.057073,0,ok,./bin/mm_serial 600 1800 2400,Time: 8.057073 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,2400,1,8.074990,1.000000,0.997781,8.074990,0,ok,mpirun -np 1 ./bin/mm_1d 600 1800 2400,Local Matrix Multiplication Compute Time: 8.02608 seconds Total Runtime: 8.07499 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,2400,1,8.112154,1.000000,0.993210,8.112154,0,ok,mpirun -np 1 ./bin/mm_2d 600 1800 2400,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 8.112154 seconds",1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,2400,4,8.057073,1.000000,1.000000,8.057073,0,ok,./bin/mm_serial 600 1800 2400,Time: 8.057073 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,2400,4,2.207290,3.658328,3.650210,8.829160,0,ok,mpirun -np 4 ./bin/mm_1d 600 1800 2400,Local Matrix Multiplication Compute Time: 2.13203 seconds Total Runtime: 2.20729 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,2400,4,0.878719,9.231795,9.169112,3.514876,0,ok,mpirun -np 4 ./bin/mm_2d 600 1800 2400,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.878719 seconds",1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,2400,9,8.057073,1.000000,1.000000,8.057073,0,ok,./bin/mm_serial 600 1800 2400,Time: 8.057073 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,2400,9,1.147820,7.035066,7.019457,10.330380,0,ok,mpirun -np 9 ./bin/mm_1d 600 1800 2400,Local Matrix Multiplication Compute Time: 1.00833 seconds Total Runtime: 1.14782 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,2400,9,0.512654,15.823838,15.716395,4.613886,0,ok,mpirun -np 9 ./bin/mm_2d 600 1800 2400,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.512654 seconds",1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,2400,16,8.057073,1.000000,1.000000,8.057073,0,ok,./bin/mm_serial 600 1800 2400,Time: 8.057073 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,2400,16,0.817169,9.881665,9.859739,13.074704,0,ok,mpirun -np 16 ./bin/mm_1d 600 1800 2400,Local Matrix Multiplication Compute Time: 0.60294 seconds Total Runtime: 0.817169 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,2400,16,0.321113,25.262615,25.091083,5.137808,0,ok,mpirun -np 16 ./bin/mm_2d 600 1800 2400,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.321113 seconds",1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,2400,25,8.057073,1.000000,1.000000,8.057073,0,ok,./bin/mm_serial 600 1800 2400,Time: 8.057073 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,2400,25,0.950815,8.492704,8.473860,23.770375,0,ok,mpirun -np 25 ./bin/mm_1d 600 1800 2400,Local Matrix Multiplication Compute Time: 0.589385 seconds Total Runtime: 0.950815 seconds,1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,2400,25,0.387465,20.936482,20.794325,9.686625,0,ok,mpirun -np 25 ./bin/mm_2d 600 1800 2400,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x2400), C(600x2400) Parallel Time: 0.387465 seconds",1080000,4320000,1440000,5184000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3000,1,39.904972,1.000000,1.000000,39.904972,0,ok,./bin/mm_serial 600 1800 3000,Time: 39.904972 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3000,1,7.007990,1.000000,5.694211,7.007990,0,ok,mpirun -np 1 ./bin/mm_1d 600 1800 3000,Local Matrix Multiplication Compute Time: 6.94965 seconds Total Runtime: 7.00799 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3000,1,7.008272,1.000000,5.693982,7.008272,0,ok,mpirun -np 1 ./bin/mm_2d 600 1800 3000,"mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x3000), C(600x3000) Parallel Time: 7.008272 seconds",1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3000,4,39.904972,1.000000,1.000000,39.904972,0,ok,./bin/mm_serial 600 1800 3000,Time: 39.904972 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3000,4,1.897550,3.693178,21.029734,7.590200,0,ok,mpirun -np 4 ./bin/mm_1d 600 1800 3000,Local Matrix Multiplication Compute Time: 1.8086 seconds Total Runtime: 1.89755 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3000,4,1.452961,4.823441,27.464586,5.811844,0,ok,mpirun -np 4 ./bin/mm_2d 600 1800 3000,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x3000), C(600x3000) Parallel Time: 1.452961 seconds",1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3000,9,39.904972,1.000000,1.000000,39.904972,0,ok,./bin/mm_serial 600 1800 3000,Time: 39.904972 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3000,9,1.058610,6.619992,37.695631,9.527490,0,ok,mpirun -np 9 ./bin/mm_1d 600 1800 3000,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.887289 seconds Total Runtime: 1.05861 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3000,9,0.812311,8.627572,49.125239,7.310799,0,ok,mpirun -np 9 ./bin/mm_2d 600 1800 3000,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x3000), C(600x3000) Parallel Time: 0.812311 seconds",1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3000,16,39.904972,1.000000,1.000000,39.904972,0,ok,./bin/mm_serial 600 1800 3000,Time: 39.904972 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3000,16,0.777606,9.012263,51.317726,12.441696,0,ok,mpirun -np 16 ./bin/mm_1d 600 1800 3000,Local Matrix Multiplication Compute Time: 0.534667 seconds Total Runtime: 0.777606 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3000,16,0.518314,13.521286,76.989956,8.293024,0,ok,mpirun -np 16 ./bin/mm_2d 600 1800 3000,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x3000), C(600x3000) Parallel Time: 0.518314 seconds",1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3000,25,39.904972,1.000000,1.000000,39.904972,0,ok,./bin/mm_serial 600 1800 3000,Time: 39.904972 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3000,25,1.012350,6.922497,39.418158,25.308750,0,ok,mpirun -np 25 ./bin/mm_1d 600 1800 3000,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.573788 seconds Total Runtime: 1.01235 seconds,1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3000,25,0.510000,13.741710,78.245043,12.750000,0,ok,mpirun -np 25 ./bin/mm_2d 600 1800 3000,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x3000), C(600x3000) Parallel Time: 0.510000 seconds",1080000,5400000,1800000,6480000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3600,1,41.853105,1.000000,1.000000,41.853105,0,ok,./bin/mm_serial 600 1800 3600,Time: 41.853105 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3600,1,8.803850,1.000000,4.753955,8.803850,0,ok,mpirun -np 1 ./bin/mm_1d 600 1800 3600,Local Matrix Multiplication Compute Time: 8.73731 seconds Total Runtime: 8.80385 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3600,1,38.845988,1.000000,1.077411,38.845988,0,ok,mpirun -np 1 ./bin/mm_2d 600 1800 3600,"mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 38.845988 seconds",1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3600,4,41.853105,1.000000,1.000000,41.853105,0,ok,./bin/mm_serial 600 1800 3600,Time: 41.853105 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3600,4,2.435240,3.615188,17.186440,9.740960,0,ok,mpirun -np 4 ./bin/mm_1d 600 1800 3600,Local Matrix Multiplication Compute Time: 2.28518 seconds Total Runtime: 2.43524 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3600,4,1.906405,20.376566,21.953942,7.625620,0,ok,mpirun -np 4 ./bin/mm_2d 600 1800 3600,"mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 1.906405 seconds",1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3600,9,41.853105,1.000000,1.000000,41.853105,0,ok,./bin/mm_serial 600 1800 3600,Time: 41.853105 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3600,9,1.300630,6.768912,32.179102,11.705670,0,ok,mpirun -np 9 ./bin/mm_1d 600 1800 3600,Local Matrix Multiplication Compute Time: 1.1175 seconds Total Runtime: 1.30063 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3600,9,1.070235,36.296690,39.106463,9.632115,0,ok,mpirun -np 9 ./bin/mm_2d 600 1800 3600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 1.070235 seconds",1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3600,16,41.853105,1.000000,1.000000,41.853105,0,ok,./bin/mm_serial 600 1800 3600,Time: 41.853105 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3600,16,0.990312,8.889976,42.262545,15.844992,0,ok,mpirun -np 16 ./bin/mm_1d 600 1800 3600,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.677086 seconds Total Runtime: 0.990312 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3600,16,0.611129,63.564301,68.484894,9.778064,0,ok,mpirun -np 16 ./bin/mm_2d 600 1800 3600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 0.611129 seconds",1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,3600,25,41.853105,1.000000,1.000000,41.853105,0,ok,./bin/mm_serial 600 1800 3600,Time: 41.853105 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,3600,25,1.330010,6.619386,31.468263,33.250250,0,ok,mpirun -np 25 ./bin/mm_1d 600 1800 3600,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.811438 seconds Total Runtime: 1.33001 seconds,1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,3600,25,0.704667,55.126731,59.394161,17.616675,0,ok,mpirun -np 25 ./bin/mm_2d 600 1800 3600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(600x1800), B(1800x3600), C(600x3600) Parallel Time: 0.704667 seconds",1080000,6480000,2160000,7776000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,4200,1,9.603967,1.000000,1.000000,9.603967,0,ok,./bin/mm_serial 600 1800 4200,Time: 9.603967 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,4200,1,9.373610,1.000000,1.024575,9.373610,0,ok,mpirun -np 1 ./bin/mm_1d 600 1800 4200,Local Matrix Multiplication Compute Time: 9.29737 seconds Total Runtime: 9.37361 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,4200,1,9.355167,1.000000,1.026595,9.355167,0,ok,mpirun -np 1 ./bin/mm_2d 600 1800 4200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 9.355167 seconds",1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,4200,4,9.603967,1.000000,1.000000,9.603967,0,ok,./bin/mm_serial 600 1800 4200,Time: 9.603967 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,4200,4,2.566850,3.651795,3.741538,10.267400,0,ok,mpirun -np 4 ./bin/mm_1d 600 1800 4200,Local Matrix Multiplication Compute Time: 2.44469 seconds Total Runtime: 2.56685 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,4200,4,2.595542,3.604321,3.700178,10.382168,0,ok,mpirun -np 4 ./bin/mm_2d 600 1800 4200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 2.595542 seconds",1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,4200,9,9.603967,1.000000,1.000000,9.603967,0,ok,./bin/mm_serial 600 1800 4200,Time: 9.603967 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,4200,9,1.400440,6.693332,6.857821,12.603960,0,ok,mpirun -np 9 ./bin/mm_1d 600 1800 4200,Local Matrix Multiplication Compute Time: 1.1923 seconds Total Runtime: 1.40044 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,4200,9,1.307791,7.153411,7.343656,11.770119,0,ok,mpirun -np 9 ./bin/mm_2d 600 1800 4200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 1.307791 seconds",1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,4200,16,9.603967,1.000000,1.000000,9.603967,0,ok,./bin/mm_serial 600 1800 4200,Time: 9.603967 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,4200,16,1.072740,8.738007,8.952744,17.163840,0,ok,mpirun -np 16 ./bin/mm_1d 600 1800 4200,Local Matrix Multiplication Compute Time: 0.732802 seconds Total Runtime: 1.07274 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 3 (MM-2D),600,1800,4200,16,0.907020,10.314179,10.588484,14.512320,0,ok,mpirun -np 16 ./bin/mm_2d 600 1800 4200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(600x1800), B(1800x4200), C(600x4200) Parallel Time: 0.907020 seconds",1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 1 (Serial),600,1800,4200,25,9.603967,1.000000,1.000000,9.603967,0,ok,./bin/mm_serial 600 1800 4200,Time: 9.603967 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
Implementation 2 (MM-1D),600,1800,4200,25,1.311560,7.146917,7.322553,32.789000,0,ok,mpirun -np 25 ./bin/mm_1d 600 1800 4200,Local Matrix Multiplication Compute Time: 0.650141 seconds Total Runtime: 1.31156 seconds,1080000,7560000,2520000,9072000000,0,0,1,q_dominant
